objid,ra,dec,z,zerr,class,subclass,plate,mjd,fiberid,dist_comov,x,y,z_coord
1237665228380307573,188.079226480972,33.577619278788,0.174239,1.006537e-05,GALAXY,STARBURST,1971,53472,453,739.7860605483675,-610.225985528901,-86.62230150978641,409.15063100049355
1237665227843502132,188.131238992033,33.1129361298252,0.1724222,3.590027e-05,GALAXY,,1971,53472,454,732.411236449176,-607.2969328237551,-86.76899819446245,400.10972946455524
1237665227843436664,188.012797420934,33.1914726558037,0.3177776,9.545101e-05,GALAXY,,1971,53472,456,1299.6000376673362,-1076.946890481163,-151.60031754510024,711.4513312294245
1237665330927239315,188.078203057833,33.0842613337626,0.3297428,0.0001101435,GALAXY,,1971,53472,457,1344.2369720993227,-1115.118073689467,-158.27201185084485,733.781090758363
1237665331464110158,188.099260689551,33.4108302784895,0.1357914,3.657182e-05,GALAXY,,1971,53472,458,582.1784766272448,-481.1225522574059,-68.4675453291629,320.56990437958797
1237665227843502151,188.148476049833,33.2897213660962,0.1356913,3.771761e-05,GALAXY,,1971,53472,459,581.7639271345845,-481.3902255257286,-68.92756284065018,319.3144355712571
1237665227306565638,187.935727918192,32.7935147405819,0.1186015,3.173455e-05,GALAXY,,1971,53472,463,510.66940680637254,-425.17195737768157,-59.2677371820594,276.5852220147015
1237665330927108229,187.788991445294,32.9483448984704,0.1743766,3.817582e-05,GALAXY,,1971,53472,466,740.3443173332687,-615.5363763549273,-84.19751278835314,402.6604728946758
1237665226770219385,189.411549640551,32.3096419274234,0.6259305,0.0002480213,GALAXY,,6482,56358,471,2353.7762966448586,-1962.5674352688452,-325.30740083343727,1258.0806856606794
1237665226770219396,189.418904905847,32.3362442115046,0.6019265,0.0002578428,GALAXY,,6482,56358,473,2278.514441581836,-1899.215990854491,-315.057029648368,1218.7476148279127
1237665226770153580,189.330124728923,32.4084702434979,0.1967226,3.36325e-05,GALAXY,,6482,56358,474,830.453910459558,-691.8343858851458,-113.66576173410452,445.0831096704303
1237665330390827124,189.245789395359,32.4829253464501,0.1439678,1.132704e-05,GALAXY,STARFORMING,6482,56358,475,615.9660967603379,-512.8486021389066,-83.4840107713893,330.8035120549024
1237665226770153476,189.17895892653,32.3876522265828,0.4964138,0.000240427,GALAXY,,6482,56358,476,1934.354384485835,-1612.536252292577,-260.56620312049637,1036.1269099937288
1237665226233217385,189.043656861779,31.8968575661211,0.599287,0.0002725502,GALAXY,,6482,56358,481,2270.1712612106335,-1903.417422757374,-302.9585854205137,1199.5398140496866
1237665226233217323,188.997229402289,31.8114074383954,0.3238203,7.890805e-05,GALAXY,,6482,56358,482,1322.1814211006906,-1109.7490316817325,-175.71197045037147,696.954876893581
1237665226233217311,188.993026063157,31.8935346590608,0.5965466,0.0001824269,GALAXY,,6482,56358,483,2261.494952449472,-1896.4772012556202,-300.1358582951332,1194.843969578259
1237665226233217436,189.075962739584,31.8600847843249,0.4965492,0.0001417862,GALAXY,,6482,56358,485,1934.8102795209982,-1622.7368899336016,-259.222132867481,1021.2833542266217
1237665330390631025,188.852971754846,32.49528769659,0.3557848,7.919353e-05,GALAXY,,6482,56358,486,1440.320473827133,-1200.3449043057708,-186.9597246051334,773.7837161690329
1237665329853891025,189.07786704036,32.0916472118355,0.3924909,0.0001207607,GALAXY,,6482,56358,487,1573.281663681542,-1316.1886611499965,-210.2978203133679,835.8453375524606
1237665441513472557,188.858166473657,29.5902497770898,0.9321624,5.362868e-05,GALAXY,,6478,56341,425,3223.6253623865623,-2769.7618734024068,-431.66148593240854,1591.806521921213
1237665441513472549,188.855756502702,29.670011216264,0.387868,8.102826e-05,GALAXY,,6478,56341,426,1556.6940636007444,-1336.4727676613516,-208.2288533573903,770.5697201284721
1237665441513537832,188.929887149437,29.6417658272975,0.6000622,0.0001259619,GALAXY,,6478,56341,427,2272.6229768919975,-1951.273824444058,-306.60421291577717,1123.9837693486509
1237667253480457120,188.932272807328,29.5062673680366,0.6437687,0.0001531024,GALAXY,,6478,56341,428,2408.997667594246,-2071.12923628293,-325.5254945625852,1186.4765490638197
1237667254017262155,188.844251760722,29.8423147219794,0.7411827,0.0002079513,GALAXY,,6478,56341,429,2700.2053304539463,-2314.3048393342888,-360.1038017633369,1343.6618582074088
